dump_name,breach_date,record_count,source
AnimalGenetics.us,,,ScatteredSecrets
AnimalJam.com,,,ScatteredSecrets
AnimalMedical.net,,,ScatteredSecrets
Anime-Kun.net,,,ScatteredSecrets
Anime-Planet.com,,,ScatteredSecrets
Anime-Planet.net,,,ScatteredSecrets
AnimeGame.me,,,ScatteredSecrets
AnimeLeague.com,,,ScatteredSecrets
Animeify.net,,,ScatteredSecrets
Animoto.com,,,ScatteredSecrets
AnimuTank.com,,,ScatteredSecrets
Anipet.com,,,ScatteredSecrets
AnitaRoddick.com,,,ScatteredSecrets
AnnaPops.be,,,ScatteredSecrets
AnnoncesNautic.com,,,ScatteredSecrets
AnnoncesNautiques.eu,,,ScatteredSecrets
Annunci-Gratuiti.it,,,ScatteredSecrets
Annunci69.it,,,ScatteredSecrets
Anomoz.com,,,ScatteredSecrets
Anon-Hackers.com,,,ScatteredSecrets
Anonymous-Stresser.net,,,ScatteredSecrets
AnonymousVPNs.com,,,ScatteredSecrets
Antalyamiz.com,,,ScatteredSecrets
Antikregiseg.hu,,,ScatteredSecrets
Antiques.com,,,ScatteredSecrets
AntonovClima.com,,,ScatteredSecrets
AntroposofieKind.nl,,,ScatteredSecrets
AnumiSkincare.com,,,ScatteredSecrets
AnuntulMagic.ro,,,ScatteredSecrets
Anywhere.xxx,,,ScatteredSecrets
AnzeigenKompass.de,,,ScatteredSecrets
ApachiSoftwareSolutions.com,,,ScatteredSecrets
ApartamentsLauria.com,,,ScatteredSecrets
Aperitoche.com,,,ScatteredSecrets
ApexBooter.com,,,ScatteredSecrets
ApisGuia.com.br,,,ScatteredSecrets
Apisto.pl,,,ScatteredSecrets
Apollob2b.net,,,ScatteredSecrets
Appasamy.com,,,ScatteredSecrets
Appen.com,,,ScatteredSecrets
Appinventive.com,,,ScatteredSecrets
AppleAutoCLE.com,,,ScatteredSecrets
Aptafetes.com,,,ScatteredSecrets
Aptoide.com,,,ScatteredSecrets
AquaLifeSupport.com,,,ScatteredSecrets
Aquarist-Classifieds.co.uk,,,ScatteredSecrets
Aquasystems.it,,,ScatteredSecrets
ArabianDelights.com,,,ScatteredSecrets
AradCity.ro,,,ScatteredSecrets
Arbeitgeber-Bewertungen.de,,,ScatteredSecrets
Arbeitsrecht.de,,,ScatteredSecrets
Arcademy.fr,,,ScatteredSecrets
ArcadiaApartment.com,,,ScatteredSecrets
Archery-Forum.org,,,ScatteredSecrets
Archibat.info,,,ScatteredSecrets
Archivdigital.de,,,ScatteredSecrets
Archives-de-France.fr,,,ScatteredSecrets
ArcoIrisFestaInfantil.com.br,,,ScatteredSecrets
AreaSX.com,,,ScatteredSecrets
AreaSenior.it,,,ScatteredSecrets
ArenaBG.com,,,ScatteredSecrets
ArenaFan.com,,,ScatteredSecrets
ArgomentiImmobiliari.it,,,ScatteredSecrets
ArhiTrade.com,,,ScatteredSecrets
Arie-Agency.com,,,ScatteredSecrets
ArishBionaturals.com,,,ScatteredSecrets
Arjobs.in,,,ScatteredSecrets
ArkHits.com,,,ScatteredSecrets
ArkaniaZ.fr,,,ScatteredSecrets
ArkansasRents.com,,,ScatteredSecrets
Arktos.ru,,,ScatteredSecrets
Arma3-Life.com,,,ScatteredSecrets
ArmorGames.com,,,ScatteredSecrets
ArmyForceOnline.com,,,ScatteredSecrets
ArnimGift.com,,,ScatteredSecrets
AroVideo.co.nz,,,ScatteredSecrets
AroidSociety.org,,,ScatteredSecrets
Around-Torquay.co.uk,,,ScatteredSecrets
ArroyoSeco.org,,,ScatteredSecrets
ArrozeiraJS.agr.br,,,ScatteredSecrets
Ars-Verona.ru,,,ScatteredSecrets
ArtClick.club,,,ScatteredSecrets
ArtGalleryFabrics.com,,,ScatteredSecrets
ArtLondon.com,,,ScatteredSecrets
ArtOfLivingMatrimony.org,,,ScatteredSecrets
ArtRussia.ru,,,ScatteredSecrets
Arteropk.com,,,ScatteredSecrets
ArthurGary.com,,,ScatteredSecrets
Articleswrap.com,,,ScatteredSecrets
Articoolo.com,,,ScatteredSecrets
ArtificialAiming.net,,,ScatteredSecrets
ArtsNW.org,,,ScatteredSecrets
ArtsNanan.org,,,ScatteredSecrets
ArunShikshanSansthanSanju.org,,,ScatteredSecrets
Arvixe.com,,,ScatteredSecrets
Arzoonbebar.com,,,ScatteredSecrets
Asawann1.com,,,ScatteredSecrets
Asechka.ru,,,ScatteredSecrets
AshleyMadison.com,,,ScatteredSecrets
AshrafiChannel.com,,,ScatteredSecrets
AshwoodVet.co.uk,,,ScatteredSecrets
Asiainfo.hu,,,ScatteredSecrets
AsianTrails.travel,,,ScatteredSecrets
AskAMerchant.com,,,ScatteredSecrets
AskBrianPeart.com,,,ScatteredSecrets
AskGamblers.com,,,ScatteredSecrets
AskPeople.dk,,,ScatteredSecrets
Askona.ru,,,ScatteredSecrets
AsktheCommish.com,,,ScatteredSecrets
Aspico.hu,,,ScatteredSecrets
AssKandi.it,,,ScatteredSecrets
Assasins-Booter.eu,,,ScatteredSecrets
AssetGateway.com,,,ScatteredSecrets
AssociationHouse.org,,,ScatteredSecrets
AssociationHouse.org.uk,,,ScatteredSecrets
AssociationThrive.com,,,ScatteredSecrets
Assofermet.it,,,ScatteredSecrets
AstroPID.com,,,ScatteredSecrets
Astroforum.nl,,,ScatteredSecrets
AstronGameClub.gr,,,ScatteredSecrets
AsylumStresser.com,,,ScatteredSecrets
AtSpace.com,,,ScatteredSecrets
AtYourBusiness.com,,,ScatteredSecrets
Atacama.it,,,ScatteredSecrets
AtariMania.com,,,ScatteredSecrets
Aternos.org,,,ScatteredSecrets
AtharvaComputers.com,,,ScatteredSecrets
AtlanticHockey.org,,,ScatteredSecrets
Atlayo.darkweb,,,ScatteredSecrets
Atmo.co.kr,,,ScatteredSecrets
AtoZHotelProducts.com,,,ScatteredSecrets
Atomica.pe,,,ScatteredSecrets
Atoute.org,,,ScatteredSecrets
Atraf.co.il,,,ScatteredSecrets
AttorneyJobsInUSA.com,,,ScatteredSecrets
